"","Name","Studios","Score","Popularity","Source"
"3447","Kami nomi zo Shiru Sekai II","Manglobe","7.94",423,"Manga"
"3448","Hidamari Sketch x Honeycomb","Shaft","7.94",3690,"4-koma manga"
"3449","Shirokuma Cafe","Studio Pierrot","7.94",1734,"Manga"
"3450","Jormungand: Perfect Order","White Fox","7.94",977,"Manga"
"3451","Plastic Memories","Doga Kobo","7.94",154,"Original"
"3452","Drifters","Hoods Drifters Studio","7.94",326,"Manga"
"3453","Eyeshield 21","Gallop","7.95",1003,"Manga"
"3454","Yakitate!! Japan","Sunrise","7.95",1666,"Manga"
"3455","Higurashi no Naku Koro ni","Studio Deen","7.95",156,"Visual novel"
"3456","Ookiku Furikabutte","A-1 Pictures","7.95",1617,"Manga"
"3457","ef: A Tale of Memories.","Shaft","7.95",664,"Visual novel"
"3458","Hanasaku Iroha","P.A. Works","7.95",538,"Original"
"3459","Non Non Biyori","SILVER LINK.","7.95",481,"Manga"
"3460","Yuru Yuri San☆Hai!","TYO Animations","7.95",1405,"Manga"
"3461","Ushio to Tora (TV) 2nd Season","MAPPA, Studio VOLN","7.95",1354,"Manga"
"3462","Carole & Tuesday","Bones","7.95",634,"Original"
"3463","Overlord III","Madhouse","7.95",205,"Light novel"
"3464","Fate/Grand Order: Zettai Majuu Sensen Babylonia","CloverWorks","7.95",920,"Game"
"3465","Full Metal Panic! The Second Raid","Kyoto Animation","7.96",639,"Light novel"
"3466","Full Moon wo Sagashite","Studio Deen","7.96",1519,"Manga"
"3467","Kuuchuu Buranko","Toei Animation","7.96",1766,"Novel"
"3468","Gekkan Shoujo Nozaki-kun","Doga Kobo","7.96",142,"4-koma manga"
"3469","Ore Monogatari!!","Madhouse","7.96",258,"Manga"
"3470","Overlord","Madhouse","7.96",66,"Light novel"
"3471","Wotaku ni Koi wa Muzukashii","A-1 Pictures","7.96",222,"Web manga"
"3472","Tonikaku Kawaii","Seven Arcs","7.96",437,"Manga"
"3473","SK∞","Bones","7.96",991,"Original"
"3474","Sekaiichi Hatsukoi 2","Studio Deen","7.97",1175,"Manga"
"3475","Yuukoku no Moriarty","Production I.G","7.97",1089,"Manga"
"3476","Azumanga Daioh","J.C.Staff","7.98",554,"4-koma manga"
"3477","Kindaichi Shounen no Jikenbo","Toei Animation","7.98",3514,"Manga"
"3478","Kobato.","Madhouse","7.98",1064,"Manga"
"3479","Mawaru Penguindrum","Brain's Base","7.98",588,"Original"
"3480","Kimi to Boku. 2","J.C.Staff","7.98",1779,"Manga"
"3481","Nekomonogatari: Kuro","Shaft","7.98",317,"Light novel"
"3482","Gochuumon wa Usagi Desu ka? Bloom","Encourage Films","7.98",2741,"4-koma manga"
"3483","Mahou Shoujo Lyrical Nanoha A's","Seven Arcs","7.99",2075,"Original"
"3484","Haibane Renmei","Radix","7.99",700,"Other"
"3485","Hokuto no Ken","Toei Animation","7.99",1409,"Manga"
"3486","Hyouge Mono","Bee Train","7.99",3508,"Manga"
"3487","Zetsuen no Tempest","Bones","7.99",247,"Manga"
"3488","Hanamonogatari","Shaft","7.99",426,"Light novel"
"3489","Dragon Ball","Toei Animation","8.0",120,"Manga"
"3490","Nurarihyon no Mago: Sennen Makyou","Studio Deen","8.0",1093,"Manga"
"3491","Log Horizon","Satelight","8.0",91,"Light novel"
"3492","Yowamushi Pedal","TMS Entertainment","8.0",825,"Manga"
"3493","Hibike! Euphonium","Kyoto Animation","8.0",420,"Novel"
"3494","Akagami no Shirayuki-hime 2nd Season","Bones","8.0",589,"Manga"
"3495","Youjo Senki","Nut","8.0",177,"Light novel"
"3496","Tate no Yuusha no Nariagari","Kinema Citrus","8.0",85,"Light novel"
"3497","xxxHOLiC","Production I.G","8.01",583,"Manga"
"3498","Kanon (2006)","Kyoto Animation","8.01",621,"Visual novel"
"3499","Hanada Shounen-shi","Madhouse","8.01",4602,"Manga"
"3500","Phantom: Requiem for the Phantom","Bee Train","8.01",533,"Visual novel"
"3501","Kimi ni Todoke 2nd Season","Production I.G","8.01",409,"Manga"
"3502","Noragami","Bones","8.01",18,"Manga"
"3503","Durarara!!x2 Ten","Shuka","8.01",448,"Light novel"
"3504","Touch","Gallop, Group TAC, Studio Junio","8.02",3148,"Manga"
"3505","Kimi ni Todoke","Production I.G","8.02",148,"Manga"
"3506","Osomatsu-san","Studio Pierrot","8.02",1055,"Original"
"3507","Mobile Suit Gundam: Iron-Blooded Orphans","Sunrise","8.02",900,"Original"
"3508","Kakushigoto (TV)","Ajia-Do","8.02",747,"Manga"
"3509","Serial Experiments Lain","Triangle Staff","8.03",255,"Original"
"3510","School Rumble Ni Gakki","Studio Comet","8.03",1099,"Manga"
"3511","Durarara!!x2 Shou","Shuka","8.03",344,"Light novel"
"3512","Working!!!","A-1 Pictures","8.03",766,"4-koma manga"
"3513","ReLIFE","TMS Entertainment","8.03",126,"Web manga"
"3514","Kobayashi-san Chi no Maid Dragon","Kyoto Animation","8.03",109,"Manga"
"3515","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen","Ajia-Do","8.03",997,"Light novel"
"3516","Slayers Next","E&G Films","8.04",2018,"Light novel"
"3517","Ginga Nagareboshi Gin","Toei Animation","8.04",3568,"Manga"
"3518","Kodomo no Omocha (TV)","Gallop","8.04",2285,"Manga"
"3519","ef: A Tale of Melodies.","Shaft","8.04",1016,"Visual novel"
"3520","Ookiku Furikabutte: Natsu no Taikai-hen","A-1 Pictures","8.04",2656,"Manga"
"3521","Kingdom","Studio Pierrot","8.04",1102,"Manga"
"3522","Kamisama Hajimemashita","TMS Entertainment","8.04",299,"Manga"
"3523","Maoujou de Oyasumi","Doga Kobo","8.04",1446,"Manga"
"3524","Black Lagoon","Madhouse","8.05",133,"Manga"
"3525","D.Gray-man","TMS Entertainment","8.05",194,"Manga"
"3526","Akatsuki no Yona","Studio Pierrot","8.05",185,"Manga"
"3527","BanG Dream! 3rd Season","SANZIGEN","8.05",3585,"Other"
"3528","Beastars","Orange","8.05",281,"Manga"
"3529","5-toubun no Hanayome ∬","Bibury Animation Studios","8.05",595,"Manga"
"3530","Hachimitsu to Clover","J.C.Staff","8.06",687,"Manga"
"3531","Juuni Kokuki","Studio Pierrot","8.06",1266,"Novel"
"3532","City Hunter 2","Sunrise","8.06",3755,"Manga"
"3533","Lovely★Complex","Toei Animation","8.06",299,"Manga"
"3534","Tokyo Magnitude 8.0","Bones, Kinema Citrus","8.06",611,"Original"
"3535","Kaichou wa Maid-sama!","J.C.Staff","8.06",90,"Manga"
"3536","JoJo no Kimyou na Bouken (TV)","David Production","8.06",74,"Manga"
"3537","Toaru Kagaku no Railgun S","J.C.Staff","8.06",482,"Manga"
"3538","Boku no Hero Academia 4th Season","Bones","8.06",79,"Manga"
"3539","Tensei shitara Slime Datta Ken 2nd Season","8bit","8.06",402,"Light novel"
"3540","Beastars 2nd Season","Orange","8.06",851,"Manga"
"3541","Full Metal Panic? Fumoffu","Kyoto Animation","8.07",571,"Light novel"
"3542","Saiunkoku Monogatari 2nd Season","Madhouse","8.07",2749,"Light novel"
"3543","Clannad","Kyoto Animation","8.07",58,"Visual novel"
"3544","Magi: The Labyrinth of Magic","A-1 Pictures","8.07",110,"Manga"
"3545","Yahari Ore no Seishun Love Comedy wa Machigatteiru.","Brain's Base","8.07",72,"Light novel"
"3546","Baby Steps 2nd Season","Studio Pierrot","8.07",1733,"Manga"
"3547","Tensei shitara Slime Datta Ken","8bit","8.07",117,"Light novel"
"3548","Initial D Fifth Stage","SynergySP","8.08",1505,"Manga"
"3549","Kami nomi zo Shiru Sekai: Megami-hen","Manglobe","8.08",519,"Manga"
"3550","Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen","J.C.Staff","8.08",259,"Manga"
"3551","High Score Girl II","J.C.Staff","8.08",1611,"Manga"
"3552","Koukyoushihen Eureka Seven","Bones","8.09",351,"Original"
"3553","Mirai Shounen Conan","Nippon Animation","8.09",2707,"Novel"
"3554","Glass no Kamen (2005)","Tokyo Movie Shinsha","8.09",2921,"Manga"
"3555","Dennou Coil","Madhouse","8.09",1212,"Original"
"3556","Nagi no Asu kara","P.A. Works","8.09",269,"Original"
"3557","Mobile Suit Gundam: The Origin - Advent of the Red Comet","Sunrise","8.09",4738,"Manga"
"3558","World Trigger 2nd Season","Toei Animation","8.09",2123,"Manga"
"3559","Gosick","Bones","8.1",307,"Light novel"
"3560","Durarara!!x2 Ketsu","Shuka","8.1",474,"Light novel"
"3561","Mahoutsukai no Yome","Wit Studio","8.1",165,"Manga"
"3562","Dorohedoro","MAPPA","8.1",550,"Manga"
"3563","Hikaru no Go","Studio Pierrot","8.11",1287,"Manga"
"3564","Shijou Saikyou no Deshi Kenichi","TMS Entertainment","8.11",597,"Manga"
"3565","Mobile Suit Gundam 00 Second Season","Sunrise","8.11",1167,"Original"
"3566","Gin no Saji","A-1 Pictures","8.11",628,"Manga"
"3567","Kill la Kill","Trigger","8.11",35,"Original"
"3568","Boku no Hero Academia","Bones","8.11",6,"Manga"
"3569","Initial D Second Stage","Pastel","8.12",1095,"Manga"
"3570","Darker than Black: Kuro no Keiyakusha","Bones","8.12",113,"Original"
"3571","Tanoshii Muumin Ikka","Telescreen","8.12",3815,"Book"
"3572","Diamond no Ace","Production I.G, Madhouse","8.12",829,"Manga"
"3573","JoJo no Kimyou na Bouken Part 3: Stardust Crusaders","David Production","8.12",136,"Manga"
"3574","Zankyou no Terror","MAPPA","8.12",103,"Original"
"3575","Yowamushi Pedal: Grande Road","TMS Entertainment","8.12",1333,"Manga"
"3576","Ansatsu Kyoushitsu","Lerche","8.12",37,"Manga"
"3577","Skip Beat!","Hal Film Maker","8.13",670,"Manga"
"3578","Kuragehime","Brain's Base","8.13",815,"Manga"
"3579","Kuroshitsuji: Book of Circus","A-1 Pictures","8.13",482,"Manga"
"3580","Uchouten Kazoku 2","P.A. Works","8.13",2229,"Novel"
"3581","Mobile Suit Gundam 00","Sunrise","8.14",806,"Original"
"3582","Hyouka","Kyoto Animation","8.14",81,"Novel"
"3583","Tsukimonogatari","Shaft","8.14",440,"Light novel"
"3584","Shokugeki no Souma: San no Sara","J.C.Staff","8.14",146,"Manga"
"3585","Initial D Fourth Stage","A.C.G.T.","8.15",1233,"Manga"
"3586","Princess Tutu","Hal Film Maker","8.15",1138,"Original"
"3587","Angel Beats!","P.A. Works","8.15",15,"Original"
"3588","K-On!!","Kyoto Animation","8.15",233,"4-koma manga"
"3589","Kuroko no Basket","Production I.G","8.15",104,"Manga"
"3590","Kono Subarashii Sekai ni Shukufuku wo!","Studio Deen","8.15",34,"Light novel"
"3591","IDOLiSH7: Second Beat!","TROYCA","8.15",4141,"Game"
"3592","Karakai Jouzu no Takagi-san 2","Shin-Ei Animation","8.15",825,"Manga"
"3593","Cardcaptor Sakura","Madhouse","8.16",405,"Manga"
"3594","Detective Conan","TMS Entertainment","8.16",580,"Manga"
"3595","Dragon Ball Z","Toei Animation","8.16",88,"Manga"
"3596","Naruto: Shippuuden","Studio Pierrot","8.16",18,"Manga"
"3597","Kamisama Hajimemashita◎","TMS Entertainment","8.16",589,"Manga"
"3598","Kanata no Astra","Lerche","8.16",756,"Manga"
"3599","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season","Ajia-Do","8.16",1402,"Light novel"
"3600","Fullmetal Alchemist","Bones","8.17",52,"Manga"
"3601","Gankutsuou","Gonzo","8.17",767,"Novel"
"3602","Seirei no Moribito","Production I.G","8.17",845,"Novel"
"3603","Kaiba","Madhouse","8.17",1270,"Original"
"3604","Nodame Cantabile: Paris-hen","J.C.Staff","8.17",1321,"Manga"
"3605","Lupin III: Part 5","Telecom Animation Film","8.17",3030,"Manga"
"3606","Bungou Stray Dogs 3rd Season","Bones","8.17",469,"Manga"
"3607","Eizouken ni wa Te wo Dasu na!","Science SARU","8.17",698,"Manga"
"3608","Maison Ikkoku","Studio Deen","8.18",2240,"Manga"
"3609","Katekyo Hitman Reborn!","Artland","8.18",279,"Manga"
"3610","Durarara!!","Brain's Base","8.18",57,"Light novel"
"3611","Nisemonogatari","Shaft","8.18",195,"Light novel"
"3612","Non Non Biyori Repeat","SILVER LINK.","8.18",1037,"Manga"
"3613","Tsuki ga Kirei","feel.","8.18",371,"Original"
"3614","Black Lagoon: The Second Barrage","Madhouse","8.19",350,"Manga"
"3615","Sakura-sou no Pet na Kanojo","J.C.Staff","8.19",83,"Light novel"
"3616","Shoujo Shuumatsu Ryokou","White Fox","8.19",631,"Web manga"
"3617","Asobi Asobase","Lerche","8.19",500,"Manga"
"3618","Dororo","Tezuka Productions, MAPPA","8.19",140,"Manga"
"3619","Shoujo Kakumei Utena","J.C.Staff","8.2",948,"Original"
"3620","Ouran Koukou Host Club","Bones","8.2",102,"Manga"
"3621","Aria the Natural","Hal Film Maker","8.2",1929,"Manga"
"3622","No Game No Life","Madhouse","8.2",10,"Light novel"
"3623","Death Parade","Madhouse","8.2",48,"Original"
"3624","Bungou Stray Dogs 2nd Season","Bones","8.2",248,"Manga"
"3625","Golden Kamuy 2nd Season","Geno Studio","8.2",1277,"Manga"
"3626","Fruits Basket 1st Season","TMS Entertainment","8.2",357,"Manga"
"3627","Shokugeki no Souma: Ni no Sara","J.C.Staff","8.21",106,"Manga"
"3628","Senki Zesshou Symphogear XV","Satelight","8.21",3078,"Original"
"3629","Ballroom e Youkoso","Production I.G","8.21",676,"Manga"
"3630","Hinamatsuri","feel.","8.21",391,"Manga"
"3631","InuYasha: Kanketsu-hen","Sunrise","8.22",692,"Manga"
"3632","Fate/stay night: Unlimited Blade Works","ufotable","8.22",119,"Visual novel"
"3633","Noragami Aragoto","Bones","8.22",65,"Manga"
"3634","Higurashi no Naku Koro ni Kai","Studio Deen","8.23",344,"Visual novel"
"3635","Bakuman.","J.C.Staff","8.23",242,"Manga"
"3636","Chihayafuru","Madhouse","8.23",389,"Manga"
"3637","Little Busters!: Refrain","J.C.Staff","8.23",1111,"Visual novel"
"3638","Diamond no Ace: Act II","Madhouse","8.23",2127,"Manga"
"3639","Trigun","Madhouse","8.24",201,"Manga"
"3640","Major S4","SynergySP","8.24",2184,"Manga"
"3641","Toradora!","J.C.Staff","8.24",17,"Light novel"
"3642","Initial D Final Stage","SynergySP","8.24",1585,"Manga"
"3643","Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season","Sunrise","8.24",1418,"Original"
"3644","Major S2","Studio Hibari","8.25",2041,"Manga"
"3645","xxxHOLiC Kei","Production I.G","8.25",1244,"Manga"
"3646","SKET Dance","Tatsunoko Production","8.25",804,"Manga"
"3647","Gyakkyou Burai Kaiji: Hakairoku-hen","Madhouse","8.25",1061,"Manga"
"3648","Boku no Hero Academia 3rd Season","Bones","8.25",31,"Manga"
"3649","Toaru Kagaku no Railgun T","J.C.Staff","8.25",1061,"Manga"
"3650","Hachimitsu to Clover II","J.C.Staff","8.26",1525,"Manga"
"3651","Major S1","Studio Hibari","8.27",1662,"Manga"
"3652","Major S3","Studio Hibari","8.27",2093,"Manga"
"3653","Ookami to Koushinryou","Imagin","8.27",153,"Light novel"
"3654","Nodame Cantabile: Finale","J.C.Staff","8.27",1290,"Manga"
"3655","Space☆Dandy 2nd Season","Bones","8.27",1132,"Original"
"3656","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku","feel.","8.27",124,"Light novel"
"3657","Yuru Camp△","C-Station","8.27",457,"Manga"
"3658","Ashita no Joe","Mushi Production","8.28",2062,"Manga"
"3659","Gyakkyou Burai Kaiji: Ultimate Survivor","Madhouse","8.28",592,"Manga"
"3660","Danshi Koukousei no Nichijou","Sunrise","8.28",180,"Web manga"
"3661","Kuroko no Basket 2nd Season","Production I.G","8.28",185,"Manga"
"3662","Magi: The Kingdom of Magic","A-1 Pictures","8.28",160,"Manga"
"3663","Initial D First Stage","Gallop, Studio Comet","8.29",638,"Manga"
"3664","Gin no Saji 2nd Season","A-1 Pictures","8.29",1218,"Manga"
"3665","Shokugeki no Souma","J.C.Staff","8.29",51,"Manga"
"3666","Re:Zero kara Hajimeru Isekai Seikatsu","White Fox","8.29",21,"Light novel"
"3667","Dr. Stone: Stone Wars","TMS Entertainment","8.29",325,"Manga"
"3668","Hibike! Euphonium 2","Kyoto Animation","8.3",906,"Novel"
"3669","Rurouni Kenshin: Meiji Kenkaku Romantan","Gallop, Studio Deen","8.31",345,"Manga"
"3670","Beck","Madhouse","8.31",570,"Manga"
"3671","Planetes","Sunrise","8.31",762,"Manga"
"3672","Kono Subarashii Sekai ni Shukufuku wo! 2","Studio Deen","8.31",69,"Light novel"
"3673","Neon Genesis Evangelion","Gainax, Tatsunoko Production","8.32",54,"Original"
"3674","Nodame Cantabile","J.C.Staff","8.32",558,"Manga"
"3675","Diamond no Ace: Second Season","Production I.G, Madhouse","8.32",1386,"Manga"
"3676","Given","Lerche","8.32",561,"Manga"
"3677","Wonder Egg Priority","CloverWorks","8.32",664,"Original"
"3678","Versailles no Bara","Tokyo Movie Shinsha","8.33",1832,"Manga"
"3679","NHK ni Youkoso!","Gonzo","8.33",203,"Novel"
"3680","Natsume Yuujinchou","Brain's Base","8.33",325,"Manga"
"3681","Fate/stay night: Unlimited Blade Works 2nd Season","ufotable","8.33",175,"Visual novel"
"3682","Boku no Hero Academia 2nd Season","Bones","8.33",13,"Manga"
"3683","Pui Pui Molcar","Shin-Ei Animation","8.33",7521,"Other"
"3684","Kino no Tabi: The Beautiful World","A.C.G.T.","8.34",650,"Light novel"
"3685","Fate/Zero","ufotable","8.34",59,"Light novel"
"3686","Kuroko no Basket 3rd Season","Production I.G","8.34",232,"Manga"
"3687","Dr. Stone","TMS Entertainment","8.34",79,"Manga"
"3688","Romeo no Aoi Sora","Nippon Animation","8.35",2652,"Novel"
"3689","One Outs","Madhouse","8.35",819,"Manga"
"3690","Kemono no Souja Erin","Production I.G, Trans Arts","8.35",1829,"Novel"
"3691","Shinsekai yori","A-1 Pictures","8.35",168,"Novel"
"3692","Shirobako","P.A. Works","8.35",387,"Original"
"3693","Non Non Biyori Nonstop","SILVER LINK.","8.35",2322,"Manga"
"3694","Bakemonogatari","Shaft","8.36",61,"Light novel"
"3695","Ookami to Koushinryou II","Brain's Base, Marvy Jack","8.36",336,"Light novel"
"3696","Katanagatari","White Fox","8.36",291,"Light novel"
"3697","Sakamichi no Apollon","Tezuka Productions, MAPPA","8.36",494,"Manga"
"3698","Boku dake ga Inai Machi","A-1 Pictures","8.37",29,"Manga"
"3699","Mushoku Tensei: Isekai Ittara Honki Dasu","Studio Bind","8.37",438,"Light novel"
"3700","Major S6","SynergySP","8.38",2246,"Manga"
"3701","Mahou Shoujo Madoka★Magica","Shaft","8.38",74,"Original"
"3702","Psycho-Pass","Production I.G","8.38",45,"Original"
"3703","Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai","CloverWorks","8.38",78,"Light novel"
"3704","Kingdom 2nd Season","Studio Pierrot","8.39",1675,"Manga"
"3705","Haikyuu!!: To the Top","Production I.G","8.39",276,"Manga"
"3706","Bakuman. 2nd Season","J.C.Staff","8.4",488,"Manga"
"3707","Kiseijuu: Sei no Kakuritsu","Madhouse","8.4",39,"Manga"
"3708","Kingdom 3rd Season","Studio Signpost","8.4",2579,"Manga"
"3709","Barakamon","Kinema Citrus","8.41",235,"Web manga"
"3710","Houseki no Kuni (TV)","Orange","8.41",462,"Manga"
"3711","Grand Blue","Zero-G","8.41",317,"Manga"
"3712","Hunter x Hunter","Nippon Animation","8.42",319,"Manga"
"3713","Mononoke","Toei Animation","8.42",688,"Original"
"3714","Baccano!","Brain's Base","8.42",127,"Light novel"
"3715","Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.","A-1 Pictures","8.42",53,"Original"
"3716","Cross Game","SynergySP","8.43",1392,"Manga"
"3717","Usagi Drop","Production I.G","8.43",339,"Manga"
"3718","Chihayafuru 2","Madhouse","8.43",816,"Manga"
"3719","3-gatsu no Lion","Shaft","8.43",280,"Manga"
"3720","Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen","A-1 Pictures","8.43",83,"Manga"
"3721","Kono Oto Tomare! 2nd Season","Platinum Vision","8.43",1628,"Manga"
"3722","Yuu☆Yuu☆Hakusho","Studio Pierrot","8.45",257,"Manga"
"3723","Koukaku Kidoutai: Stand Alone Complex","Production I.G","8.45",419,"Manga"
"3724","Major S5","SynergySP","8.45",2070,"Manga"
"3725","Shingeki no Kyojin Season 2","Wit Studio","8.45",16,"Manga"
"3726","JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season","David Production","8.45",159,"Manga"
"3727","Saiki Kusuo no Ψ-nan","J.C.Staff, Egg Firm","8.45",183,"Manga"
"3728","Banana Fish","MAPPA","8.45",323,"Manga"
"3729","Kaze ga Tsuyoku Fuiteiru","Production I.G","8.45",762,"Novel"
"3730","Nana","Madhouse","8.46",328,"Manga"
"3731","Owarimonogatari","Shaft","8.46",379,"Light novel"
"3732","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan","feel.","8.46",343,"Light novel"
"3733","Golden Kamuy 3rd Season","Geno Studio","8.46",1736,"Manga"
"3734","Nichijou","Kyoto Animation","8.48",153,"Manga"
"3735","Shingeki no Kyojin","Wit Studio","8.48",2,"Manga"
"3736","Saiki Kusuo no Ψ-nan 2","J.C.Staff, Egg Firm","8.48",388,"Manga"
"3737","Kenpuu Denki Berserk","OLM","8.49",301,"Manga"
"3738","Mob Psycho 100","Bones","8.49",40,"Web manga"
"3739","Samurai Champloo","Manglobe","8.5",86,"Original"
"3740","Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season","White Fox","8.5",169,"Light novel"
"3741","Steins;Gate 0","White Fox","8.51",185,"Visual novel"
"3742","JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai","David Production","8.51",163,"Manga"
"3743","One Piece","Toei Animation","8.52",31,"Manga"
"3744","Rainbow: Nisha Rokubou no Shichinin","Madhouse","8.52",466,"Manga"
"3745","Uchuu Kyoudai","A-1 Pictures","8.52",991,"Manga"
"3746","Chihayafuru 3","Madhouse","8.52",1548,"Manga"
"3747","Slam Dunk","Toei Animation","8.53",728,"Manga"
"3748","Aria the Origination","Hal Film Maker","8.53",1415,"Manga"
"3749","Haikyuu!!","Production I.G","8.53",50,"Manga"
"3750","Gintama.: Porori-hen","Bandai Namco Pictures","8.53",1159,"Manga"
"3751","Koukaku Kidoutai: Stand Alone Complex 2nd GIG","Production I.G","8.54",778,"Manga"
"3752","Ansatsu Kyoushitsu 2nd Season","Lerche","8.54",86,"Manga"
"3753","Fruits Basket 2nd Season","TMS Entertainment","8.54",750,"Manga"
"3754","Jujutsu Kaisen (TV)","MAPPA","8.54",130,"Manga"
"3755","Zoku Natsume Yuujinchou","Brain's Base","8.57",737,"Manga"
"3756","One Punch Man","Madhouse","8.57",5,"Web manga"
"3757","Sora yori mo Tooi Basho","Madhouse","8.57",392,"Original"
"3758","Haikyuu!!: To the Top 2nd Season","Production I.G","8.57",375,"Manga"
"3759","Bakuman. 3rd Season","J.C.Staff","8.58",537,"Manga"
"3760","Fate/Zero 2nd Season","ufotable","8.59",105,"Light novel"
